Orthogroup	yHMPu5000034610_saturnispora_hagleri_160519.final	yHMPu5000034611_saturnispora_mendoncae_160519.haplomerger2.final	yHMPu5000034612_saturnispora_saitoi_180604.final	yHMPu5000034613_saturnispora_serradocipensis_180604.final	yHMPu5000034614_saturnispora_silvae_180604.final	yHMPu5000034615_saturnispora_zaruensis_160519.final	yHMPu5000035659_saturnispora_dispora_160519.final
OG0000074	g000508.m1, g000713.m1	g000291.m1, g001267.m1	g001531.m1, g001988.m1	g000158.m1, g005289.m1	g002735.m1	g000635.m1, g003175.m1	g003470.m1, g003654.m1
OG0000075	g000497.m1, g000876.m1	g000282.m1, g001730.m1	g000619.m1, g001521.m1	g000168.m1, g004007.m1	g001568.m1	g000006.m1, g000644.m1	g003662.m1, g004501.m1
OG0000076	g000168.m1, g000984.m1, g001194.m1			g001163.m1, g001709.m1, g002687.m1, g004039.m1, g004056.m1, g004422.m1, g004426.m1		g003518.m1	g000961.m1, g004558.m1
OG0000077	g001276.m1, g001277.m1	g003280.m1	g004726.m1, g004727.m1	g000598.m1	g002107.m1, g002108.m1	g004328.m1, g004329.m1, g004330.m1	g005121.m1, g005122.m1
OG0000078	g000414.m1, g001723.m1	g000211.m1, g001326.m1	g002539.m1, g002609.m1	g000251.m1, g003450.m1	g001462.m1, g001647.m1	g004724.m1	g002345.m1, g003411.m1
OG0000079	g000278.m1, g003392.m1	g001038.m1, g002520.m1, g002521.m1	g002227.m1, g004605.m1	g003210.m1, g003771.m1	g005267.m1	g004448.m1	g001958.m1, g003940.m1
OG0000080	g000392.m1, g000393.m1	g000190.m1, g000191.m1	g002588.m1, g004160.m1	g000272.m1	g001760.m1, g004149.m1	g004749.m1, g004750.m1	g002366.m1, g002367.m1
OG0000081	g000417.m1, g003695.m1	g000214.m1, g001321.m1	g001154.m1	g000248.m1, g003441.m1	g001467.m1, g001644.m1	g000723.m1, g003121.m1	g002342.m1, g003418.m1
OG0000082	g000509.m1, g000510.m1, g000511.m1	g000292.m1	g001532.m1	g000157.m1	g001557.m1, g001558.m1, g001559.m1, g001560.m1	g000633.m1, g000634.m1	g003653.m1
OG0000083	g002435.m1, g002436.m1	g000149.m1, g004157.m1	g004115.m1, g004116.m1	g000317.m1, g000318.m1	g000732.m1, g001716.m1, g003713.m1	g004796.m1	g000580.m1
OG0000084	g002533.m1, g002534.m1	g003702.m1, g003703.m1	g001677.m1, g001678.m1	g004959.m1	g003608.m1, g005040.m1, g005041.m1	g004966.m1, g004967.m1	g003806.m1
OG0000085	g002953.m1	g002462.m1, g002463.m1	g003033.m1	g001011.m1, g002031.m1, g004948.m1, g005134.m1	g000312.m1, g000313.m1, g000314.m1	g004041.m1	g003004.m1
OG0000086	g003067.m1, g003068.m1	g004034.m1, g004035.m1	g000332.m1, g000333.m1	g004628.m1, g004629.m1	g003840.m1	g000293.m1, g000294.m1	g001380.m1, g001381.m1
OG0000087	g003069.m1, g003936.m1	g001806.m1	g000334.m1, g004872.m1	g004627.m1, g004926.m1	g003238.m1, g003448.m1	g000292.m1, g003694.m1	g001275.m1, g002688.m1
OG0000088	g003998.m1, g003999.m1	g004803.m1	g001125.m1, g001126.m1, g001127.m1	g003675.m1, g003676.m1	g001090.m1, g004892.m1	g001111.m1, g001112.m1	g003367.m1
OG0000089	g003869.m1, g003870.m1	g002588.m1, g002589.m1	g002746.m1, g002747.m1	g004859.m1	g004474.m1, g004475.m1	g003759.m1, g003760.m1	g002751.m1, g002752.m1
OG0000090	g004281.m1, g004282.m1	g000632.m1, g000633.m1	g005359.m1, g005360.m1	g001367.m1	g004040.m1, g004041.m1	g000803.m1, g000804.m1	g000682.m1, g000683.m1
OG0000091	g000743.m1, g000745.m1	g001239.m1	g002017.m1, g002018.m1	g005258.m1, g005259.m1	g002707.m1	g003203.m1, g003204.m1	g003498.m1, g003499.m1
OG0000092	g000752.m1, g000753.m1	g001231.m1, g001232.m1	g002025.m1, g002026.m1	g005250.m1, g005251.m1	g002699.m1, g002700.m1	g003211.m1	g003506.m1
OG0000093	g000802.m1, g000803.m1	g001179.m1, g001180.m1	g002080.m1, g002081.m1	g005201.m1	g002649.m1, g002650.m1	g003262.m1	g003558.m1, g003559.m1
OG0000094	g000804.m1, g000805.m1	g001177.m1, g001178.m1	g002082.m1	g005199.m1, g005200.m1	g002647.m1, g002648.m1	g003263.m1	g003560.m1, g003561.m1
OG0000095	g001408.m1, g001409.m1	g000502.m1	g003827.m1, g003828.m1	g001513.m1, g001514.m1	g001998.m1, g001999.m1	g004645.m1	g001079.m1, g001080.m1
OG0000096	g001576.m1, g001577.m1	g002079.m1	g001273.m1, g001274.m1	g005093.m1, g005094.m1	g003009.m1, g003010.m1	g005097.m1, g005098.m1	g000394.m1
OG0000097	g001609.m1, g003307.m1	g002676.m1	g004625.m1	g003298.m1, g004198.m1, g004947.m1, g005126.m1, g005133.m1	g004590.m1	g004428.m1	g003248.m1
OG0000098	g000021.m1, g000022.m1, g001709.m1			g001286.m1, g001287.m1, g002146.m1		g002430.m1, g003659.m1, g003660.m1, g003661.m1, g003662.m1	g000804.m1
OG0000099	g000020.m1	g002703.m1, g002704.m1	g000290.m1, g000292.m1, g002445.m1, g002446.m1, g003853.m1	g001288.m1, g001289.m1		g003663.m1	g003692.m1
OG0000100	g000167.m1	g000732.m1, g000733.m1, g003628.m1	g002340.m1, g002341.m1	g002686.m1	g000650.m1, g000726.m1, g001200.m1	g003519.m1	g002183.m1
OG0000101	g000170.m1, g000171.m1	g000729.m1, g000730.m1	g002336.m1, g002337.m1	g002689.m1	g000646.m1, g000647.m1	g003515.m1, g003516.m1	g004560.m1
OG0000102	g000624.m1, g004240.m1	g000404.m1	g000925.m1, g005317.m1	g000046.m1, g001325.m1	g002807.m1	g000521.m1, g000845.m1	g000640.m1, g004937.m1
OG0000103	g002451.m1, g002452.m1	g000162.m1, g000163.m1	g004132.m1	g000301.m1, g000302.m1	g001731.m1, g001732.m1	g004780.m1, g004781.m1	g000595.m1
OG0000104	g002732.m1, g002733.m1	g003739.m1, g003740.m1	g001889.m1	g002852.m1, g002853.m1	g005076.m1, g005077.m1	g001485.m1, g001486.m1	g003615.m1
OG0000105	g001822.m1, g001823.m1	g004638.m1, g004647.m1	g004209.m1, g004210.m1	g002277.m1, g002278.m1	g000551.m1	g001734.m1, g001735.m1	g003133.m1
OG0000106	g003335.m1	g000088.m1	g004045.m1, g004046.m1	g000380.m1, g000381.m1	g001777.m1, g001778.m1	g004860.m1, g004861.m1	g000516.m1, g000517.m1
OG0000107	g003367.m1, g003368.m1	g000842.m1	g004581.m1, g004582.m1	g004436.m1, g004437.m1	g004860.m1	g004472.m1, g004473.m1	g004309.m1, g004310.m1
OG0000108	g003106.m1, g003107.m1	g001840.m1, g001841.m1	g000373.m1, g000374.m1	g004588.m1	g003324.m1, g003325.m1	g000252.m1, g000253.m1	g001313.m1
