Orthogroup	yHMPu5000034610_saturnispora_hagleri_160519.final	yHMPu5000034611_saturnispora_mendoncae_160519.haplomerger2.final	yHMPu5000034612_saturnispora_saitoi_180604.final	yHMPu5000034613_saturnispora_serradocipensis_180604.final	yHMPu5000034614_saturnispora_silvae_180604.final	yHMPu5000034615_saturnispora_zaruensis_160519.final	yHMPu5000035659_saturnispora_dispora_160519.final
OG0000629	g001081.m1	g004515.m1	g003096.m1	g001970.m1	g000376.m1	g004102.m1	g001708.m1
OG0000630	g001082.m1	g004514.m1	g003095.m1	g001971.m1	g000375.m1	g004101.m1	g001707.m1
OG0000631	g001083.m1	g004513.m1	g003094.m1	g001972.m1	g000210.m1	g004100.m1	g001706.m1
OG0000632	g001085.m1	g004512.m1	g003092.m1	g001974.m1	g000211.m1	g004098.m1	g001704.m1
OG0000633	g001086.m1	g004511.m1	g003091.m1	g001975.m1	g000212.m1	g004097.m1	g001703.m1
OG0000634	g001091.m1	g004508.m1	g003086.m1	g001980.m1	g000215.m1	g004092.m1	g001699.m1
OG0000635	g001092.m1	g004507.m1	g003085.m1	g001981.m1	g000216.m1	g004091.m1	g001698.m1
OG0000636	g001093.m1	g004506.m1	g003084.m1	g001982.m1	g000217.m1	g004090.m1	g001697.m1
OG0000637	g001094.m1	g004505.m1	g003083.m1	g001983.m1	g000218.m1	g004089.m1	g001696.m1
OG0000638	g001095.m1	g004504.m1	g003082.m1	g001984.m1	g000219.m1	g004088.m1	g001695.m1
OG0000639	g001096.m1	g004503.m1	g003081.m1	g001985.m1	g000220.m1	g004087.m1	g001694.m1
OG0000640	g001097.m1	g004502.m1	g003080.m1	g001986.m1	g000221.m1	g004086.m1	g001693.m1
OG0000641	g001098.m1	g004501.m1	g003079.m1	g001987.m1	g000222.m1	g004085.m1	g001692.m1
OG0000642	g001099.m1	g004500.m1	g003078.m1	g001988.m1	g000223.m1	g004084.m1	g001691.m1
OG0000643	g001100.m1	g004499.m1	g003077.m1	g001989.m1	g000224.m1	g004083.m1	g002962.m1
OG0000644	g001101.m1	g004498.m1	g003076.m1	g001990.m1	g000225.m1	g004082.m1	g002963.m1
OG0000645	g001103.m1	g004495.m1	g003074.m1	g001992.m1	g000227.m1	g004080.m1	g002965.m1
OG0000646	g001104.m1	g004494.m1	g003073.m1	g001993.m1	g000228.m1	g004079.m1	g002966.m1
OG0000647	g001106.m1	g004492.m1	g003071.m1	g001995.m1	g000230.m1	g004077.m1	g002968.m1
OG0000648	g001107.m1	g004491.m1	g003070.m1	g001996.m1	g000231.m1	g004076.m1	g002969.m1
OG0000649	g001108.m1	g004490.m1	g003069.m1	g001997.m1	g000232.m1	g004075.m1	g002970.m1
OG0000650	g001117.m1	g004817.m1	g001111.m1	g002974.m1	g001103.m1	g001125.m1	g001800.m1
OG0000651	g001118.m1	g004818.m1	g001110.m1	g002973.m1	g001104.m1	g001126.m1	g001801.m1
OG0000652	g001119.m1	g004819.m1	g001109.m1	g002972.m1	g001105.m1	g001127.m1	g001802.m1
OG0000653	g001120.m1	g004820.m1	g001108.m1	g002971.m1	g001106.m1	g001128.m1	g001803.m1
OG0000654	g001122.m1	g004822.m1	g001106.m1	g002969.m1	g001109.m1	g001130.m1	g001805.m1
OG0000655	g001124.m1	g004824.m1	g001104.m1	g002967.m1	g001110.m1	g001132.m1	g001807.m1
OG0000656	g001125.m1	g004825.m1	g001103.m1	g002966.m1	g001111.m1	g001133.m1	g001808.m1
OG0000657	g001126.m1	g004826.m1	g001102.m1	g002965.m1	g001112.m1	g001134.m1	g001809.m1
OG0000658	g001127.m1	g004827.m1	g001101.m1	g002964.m1	g001113.m1	g001135.m1	g001810.m1
OG0000659	g001128.m1	g004828.m1	g001100.m1	g002963.m1	g001114.m1	g001136.m1	g001811.m1
OG0000660	g001129.m1	g004829.m1	g001099.m1	g002962.m1	g001115.m1	g001137.m1	g001812.m1
OG0000661	g001131.m1	g004831.m1	g001097.m1	g002960.m1	g001116.m1	g001139.m1	g001814.m1
OG0000662	g001132.m1	g004832.m1	g001096.m1	g002959.m1	g001117.m1	g001140.m1	g001815.m1
OG0000663	g001133.m1	g004833.m1	g001095.m1	g002958.m1	g001118.m1	g001141.m1	g001816.m1
OG0000664	g001134.m1	g004835.m1	g001093.m1	g002957.m1	g001121.m1	g001143.m1	g001818.m1
OG0000665	g001135.m1	g004836.m1	g001092.m1	g002956.m1	g001122.m1	g001144.m1	g001819.m1
OG0000666	g001136.m1	g004837.m1	g001091.m1	g002955.m1	g001123.m1	g001145.m1	g001820.m1
OG0000667	g001137.m1	g004838.m1	g001090.m1	g002954.m1	g001124.m1	g001146.m1	g001821.m1
OG0000668	g001138.m1	g004839.m1	g001089.m1	g002953.m1	g001125.m1	g001147.m1	g001822.m1
OG0000669	g001139.m1	g004840.m1	g001088.m1	g002952.m1	g001126.m1	g001148.m1	g001823.m1
OG0000670	g001142.m1	g004843.m1	g001085.m1	g002949.m1	g001129.m1	g001151.m1	g001826.m1
OG0000671	g001143.m1	g004844.m1	g001084.m1	g002948.m1	g001130.m1	g001152.m1	g001827.m1
OG0000672	g001144.m1	g004845.m1	g001083.m1	g002947.m1	g001131.m1	g001153.m1	g001828.m1
OG0000673	g001145.m1	g004846.m1	g001082.m1	g002946.m1	g001132.m1	g001154.m1	g001829.m1
OG0000674	g001146.m1	g004847.m1	g001081.m1	g002945.m1	g001133.m1	g001155.m1	g001830.m1
OG0000675	g001147.m1	g004848.m1	g001080.m1	g002944.m1	g001134.m1	g001156.m1	g001831.m1
OG0000676	g001148.m1	g004849.m1	g001079.m1	g002943.m1	g001138.m1	g001157.m1	g001832.m1
OG0000677	g001149.m1	g004850.m1	g001078.m1	g002942.m1	g001136.m1	g001158.m1	g001833.m1
OG0000678	g001150.m1	g004851.m1	g001077.m1	g002941.m1	g001135.m1	g001159.m1	g001834.m1
OG0000679	g001151.m1	g004852.m1	g001076.m1	g002940.m1	g001139.m1	g001160.m1	g001835.m1
OG0000680	g001152.m1	g004853.m1	g001075.m1	g002939.m1	g001140.m1	g001161.m1	g001836.m1
OG0000681	g001153.m1	g004854.m1	g001074.m1	g002938.m1	g001141.m1	g001162.m1	g001837.m1
OG0000682	g001154.m1	g004855.m1	g001073.m1	g002937.m1	g001142.m1	g001163.m1	g001838.m1
OG0000683	g001155.m1	g004856.m1	g001072.m1	g002936.m1	g001143.m1	g001164.m1	g001839.m1
OG0000684	g001156.m1	g004857.m1	g001071.m1	g002935.m1	g001144.m1	g001165.m1	g001840.m1
OG0000685	g001157.m1	g004858.m1, g004859.m1	g001070.m1	g002934.m1		g001166.m1	g001841.m1
OG0000686	g001158.m1	g004860.m1	g001069.m1	g002933.m1	g001145.m1	g001167.m1	g001842.m1
OG0000687	g001159.m1	g004861.m1	g001068.m1	g002932.m1	g001146.m1	g001168.m1	g001843.m1
OG0000688	g001160.m1	g004862.m1	g001067.m1	g002931.m1	g001147.m1	g001169.m1	g001844.m1
OG0000689	g001161.m1	g004863.m1	g001066.m1	g002930.m1	g001148.m1	g001170.m1	g001845.m1
OG0000690	g001162.m1	g004864.m1	g001065.m1	g002929.m1	g001149.m1	g001171.m1	g001846.m1
OG0000691	g001163.m1	g004865.m1	g001064.m1	g002928.m1	g001150.m1	g001172.m1	g001847.m1
OG0000692	g001164.m1	g004866.m1	g001063.m1	g002927.m1	g001151.m1	g001173.m1	g001848.m1
OG0000693	g001166.m1	g004868.m1	g001061.m1	g002925.m1	g001152.m1	g001174.m1	g001850.m1
OG0000694	g001167.m1	g004869.m1	g001059.m1	g002924.m1	g001800.m1	g001175.m1	g001851.m1
OG0000695	g001168.m1	g004870.m1	g001058.m1	g002923.m1	g001159.m1	g001176.m1	g001852.m1
OG0000696	g001170.m1	g004873.m1	g001056.m1	g002921.m1	g001158.m1	g001178.m1	g001854.m1
OG0000697	g001171.m1	g004874.m1	g001055.m1	g002920.m1	g001157.m1	g001179.m1	g001855.m1
OG0000698	g001173.m1	g004875.m1	g001053.m1	g002918.m1	g001155.m1	g001181.m1	g001857.m1
OG0000699	g001174.m1	g004876.m1	g001052.m1	g002917.m1	g001154.m1	g001182.m1	g001858.m1
OG0000700	g001177.m1	g004879.m1	g001048.m1	g002914.m1	g001161.m1	g001185.m1	g001861.m1
OG0000701	g001178.m1	g004880.m1	g001047.m1	g002913.m1	g001162.m1	g001186.m1	g001862.m1
OG0000702	g001179.m1	g004881.m1	g001046.m1	g002912.m1	g001164.m1	g001187.m1	g001863.m1
OG0000703	g001180.m1	g004882.m1	g001045.m1	g002911.m1	g001165.m1	g001188.m1	g001864.m1
OG0000704	g001181.m1	g004883.m1	g001044.m1	g002910.m1	g001166.m1	g001189.m1	g001865.m1
OG0000705	g001182.m1	g004884.m1	g001043.m1	g002909.m1	g001167.m1	g001190.m1	g001866.m1
OG0000706	g001183.m1	g004886.m1	g001042.m1	g002908.m1	g001169.m1	g001191.m1	g001867.m1
OG0000707	g001184.m1	g004887.m1	g001041.m1	g002907.m1	g001170.m1	g001192.m1	g001868.m1
OG0000708	g001185.m1	g004888.m1	g001040.m1	g002906.m1	g001171.m1	g001193.m1	g001869.m1
OG0000709	g001186.m1	g004889.m1	g001039.m1	g002905.m1	g001172.m1	g001194.m1	g001870.m1
OG0000710	g001187.m1	g004890.m1	g001038.m1	g002904.m1	g001173.m1	g001195.m1	g001871.m1
OG0000711	g001188.m1	g004891.m1	g001037.m1	g002903.m1	g001174.m1	g001196.m1	g001872.m1
OG0000712	g001189.m1	g004893.m1	g001036.m1	g002902.m1	g001175.m1	g001197.m1	g001873.m1
OG0000713	g001190.m1	g004894.m1	g001035.m1	g002901.m1	g001176.m1	g001198.m1	g001874.m1
OG0000714	g001191.m1	g004895.m1	g001034.m1	g002900.m1	g001177.m1	g001199.m1	g001875.m1
OG0000715	g001195.m1	g004900.m1	g001031.m1	g004038.m1	g001180.m1	g001203.m1	g001878.m1
OG0000716	g001196.m1	g004901.m1	g001030.m1	g004037.m1	g001181.m1	g001204.m1	g001879.m1
OG0000717	g001198.m1	g004903.m1	g001028.m1	g004035.m1	g001183.m1	g001206.m1	g001881.m1
OG0000718	g001199.m1	g004904.m1	g001027.m1	g004034.m1	g001184.m1	g001207.m1	g001882.m1
OG0000719	g001200.m1	g004905.m1	g001026.m1	g004033.m1	g001185.m1	g001208.m1	g001883.m1
OG0000720	g001201.m1, g001202.m1	g004906.m1	g001025.m1	g004032.m1		g001209.m1	g001884.m1
OG0000721	g001205.m1	g004912.m1	g001021.m1	g004029.m1	g001193.m1	g001211.m1	g001886.m1
OG0000722	g001206.m1	g004913.m1	g001020.m1	g004028.m1	g001192.m1	g001212.m1	g001887.m1
OG0000723	g001207.m1	g004914.m1	g001019.m1	g004027.m1	g001191.m1	g001213.m1	g001888.m1
OG0000724	g001208.m1	g004915.m1	g001018.m1	g004026.m1	g001190.m1	g001214.m1	g001889.m1
OG0000725	g001210.m1	g004916.m1	g001016.m1	g004024.m1	g001189.m1	g001216.m1	g001891.m1
OG0000726	g001211.m1	g004917.m1	g001015.m1	g004023.m1	g001188.m1	g001217.m1	g001892.m1
OG0000727	g001213.m1	g004919.m1	g001012.m1	g004020.m1	g001197.m1	g001219.m1	g001893.m1
OG0000728	g001227.m1, g004825.m1			g004729.m1			g000485.m1, g001798.m1, g002010.m1, g004824.m1
OG0000729	g001229.m1	g003228.m1	g004776.m1	g000551.m1	g002157.m1	g004279.m1	g005072.m1
OG0000730	g001230.m1	g003229.m1	g004775.m1	g000552.m1	g002156.m1	g004280.m1	g005073.m1
OG0000731	g001231.m1	g003230.m1	g004774.m1	g000553.m1	g002155.m1	g004281.m1	g005074.m1
OG0000732	g001232.m1	g003231.m1	g004773.m1	g000554.m1	g002154.m1	g004282.m1	g005075.m1
OG0000733	g001233.m1	g003232.m1	g004772.m1	g000555.m1	g002153.m1	g004283.m1	g005076.m1
OG0000734	g001234.m1	g003233.m1	g004771.m1	g000556.m1	g002152.m1	g004284.m1	g005077.m1
OG0000735	g001236.m1	g003235.m1	g004769.m1	g000558.m1	g002151.m1	g004286.m1	g005079.m1
OG0000736	g001237.m1	g003236.m1	g004768.m1	g000559.m1	g002150.m1	g004287.m1	g005080.m1
OG0000737	g001238.m1	g003237.m1	g004767.m1	g000560.m1	g002147.m1	g004288.m1	g005081.m1
OG0000738	g001239.m1	g003238.m1	g004766.m1	g000561.m1	g002146.m1	g004289.m1	g005082.m1
OG0000739	g001240.m1	g003239.m1	g004765.m1	g000562.m1	g002145.m1	g004290.m1	g005083.m1
OG0000740	g001241.m1	g003240.m1	g004764.m1	g000563.m1	g002144.m1	g004291.m1	g005084.m1
OG0000741	g001242.m1	g003241.m1	g004763.m1	g000564.m1	g002143.m1	g004292.m1	g005085.m1
OG0000742	g001243.m1	g003242.m1	g004762.m1	g000565.m1	g002142.m1	g004293.m1	g005086.m1
OG0000743	g001244.m1	g003243.m1	g004761.m1	g000566.m1	g002141.m1	g004294.m1	g005087.m1
OG0000744	g001245.m1	g003244.m1	g004760.m1	g000567.m1	g002140.m1	g004295.m1	g005088.m1
OG0000745	g001246.m1	g003245.m1	g004759.m1	g000568.m1	g002139.m1	g004296.m1	g005089.m1
OG0000746	g001247.m1	g003246.m1	g004758.m1	g000569.m1	g002138.m1	g004297.m1	g005090.m1
OG0000747	g001249.m1	g003251.m1	g004754.m1	g000571.m1	g002134.m1	g004300.m1	g005093.m1
OG0000748	g001250.m1	g003252.m1	g004753.m1	g000572.m1	g002133.m1	g004301.m1	g005094.m1
OG0000749	g001251.m1	g003253.m1	g004752.m1	g000573.m1	g002132.m1	g004302.m1	g005095.m1
OG0000750	g001252.m1	g003254.m1	g004751.m1	g000574.m1	g002131.m1	g004303.m1	g005096.m1
OG0000751	g001253.m1	g003256.m1	g004749.m1	g000576.m1	g002129.m1	g004305.m1	g005098.m1
OG0000752	g001254.m1	g003257.m1	g004748.m1	g000577.m1	g002128.m1	g004306.m1	g005099.m1
OG0000753	g001255.m1	g003258.m1	g004747.m1	g000578.m1	g002127.m1	g004307.m1	g005100.m1
OG0000754	g001258.m1	g003261.m1	g004744.m1	g000580.m1	g002126.m1	g004310.m1	g005103.m1
OG0000755	g001259.m1	g003262.m1	g004743.m1	g000581.m1	g002125.m1	g004311.m1	g005104.m1
OG0000756	g001260.m1	g003263.m1	g004742.m1	g000582.m1	g002124.m1	g004312.m1	g005105.m1
OG0000757	g001261.m1	g003264.m1	g004741.m1	g000583.m1	g002123.m1	g004313.m1	g005106.m1
OG0000758	g001262.m1	g003265.m1	g004740.m1	g000584.m1	g002122.m1	g004314.m1	g005107.m1
OG0000759	g001263.m1	g003266.m1	g004739.m1	g000585.m1	g002121.m1	g004315.m1	g005108.m1
OG0000760	g001264.m1	g003267.m1	g004738.m1	g000586.m1	g002120.m1	g004316.m1	g005109.m1
OG0000761	g001265.m1	g003268.m1	g004737.m1	g000587.m1	g002119.m1	g004317.m1	g005110.m1
OG0000762	g001266.m1	g003269.m1	g004736.m1	g000588.m1	g002118.m1	g004318.m1	g005111.m1
OG0000763	g001268.m1	g003271.m1	g004734.m1	g000590.m1	g002115.m1	g004320.m1	g005113.m1
OG0000764	g001269.m1	g003272.m1	g004733.m1	g000591.m1	g002114.m1	g004321.m1	g005114.m1
OG0000765	g001270.m1	g003273.m1	g004732.m1	g000592.m1	g002113.m1	g004322.m1	g005115.m1
OG0000766	g001271.m1	g003274.m1	g004731.m1	g000593.m1	g002112.m1	g004323.m1	g005116.m1
OG0000767	g001273.m1	g003276.m1	g004730.m1	g000595.m1	g002111.m1	g004325.m1	g005118.m1
OG0000768	g001274.m1	g003277.m1	g004729.m1	g000596.m1	g002110.m1	g004326.m1	g005119.m1
OG0000769	g001278.m1	g003281.m1	g004725.m1	g000599.m1	g002106.m1	g004331.m1	g005123.m1
OG0000770	g001280.m1	g003282.m1	g004723.m1	g000601.m1	g002104.m1	g004332.m1	g005125.m1
OG0000771	g001282.m1	g003283.m1	g004722.m1	g000603.m1	g002102.m1	g004334.m1	g005127.m1
OG0000772	g001284.m1	g003285.m1	g004720.m1	g000605.m1	g002101.m1	g004336.m1	g005128.m1
OG0000773	g001285.m1	g003286.m1	g004719.m1	g000606.m1	g002100.m1	g004337.m1	g005129.m1
OG0000774	g001286.m1	g003287.m1	g004718.m1	g000607.m1	g002099.m1	g004339.m1	g003311.m1
OG0000775	g001290.m1	g003290.m1	g004715.m1	g000611.m1	g002096.m1	g004343.m1	g003315.m1
OG0000776	g001291.m1	g003291.m1	g004714.m1	g000612.m1	g002095.m1	g004344.m1	g003316.m1
OG0000777	g001292.m1	g003292.m1	g004713.m1	g000613.m1	g002094.m1	g004345.m1	g003317.m1
OG0000778	g001293.m1	g003293.m1	g004712.m1	g000614.m1	g002093.m1	g004346.m1	g003318.m1
OG0000779	g001294.m1	g003294.m1	g004711.m1	g000615.m1	g002092.m1	g004347.m1	g003319.m1
OG0000780	g001296.m1	g003296.m1	g004709.m1	g000617.m1	g002091.m1	g004349.m1	g003321.m1
OG0000781	g001298.m1	g003298.m1	g004707.m1	g000619.m1	g002090.m1	g004351.m1	g003323.m1
OG0000782	g001299.m1	g003299.m1	g004706.m1	g000620.m1	g002089.m1	g004352.m1	g003324.m1
OG0000783	g001300.m1	g003300.m1	g004705.m1	g000621.m1	g002088.m1	g004353.m1	g003325.m1
OG0000784	g001301.m1	g003301.m1	g004704.m1	g000622.m1	g002087.m1	g004354.m1	g003326.m1
OG0000785	g001302.m1	g003302.m1	g004703.m1	g000623.m1	g002086.m1	g004355.m1	g003327.m1
OG0000786	g001305.m1	g003304.m1	g004701.m1	g000626.m1	g000804.m1	g004358.m1	g003330.m1
OG0000787	g001306.m1	g003305.m1	g004700.m1	g000627.m1	g000803.m1	g004359.m1	g003331.m1
OG0000788	g001307.m1	g002606.m1	g004699.m1	g000628.m1	g004458.m1	g004360.m1	g003332.m1
OG0000789	g001309.m1	g002608.m1	g004697.m1	g000632.m1	g004456.m1	g004362.m1	g003334.m1
OG0000790	g001310.m1	g002609.m1	g004696.m1	g000633.m1	g004455.m1	g004363.m1	g003335.m1
OG0000791	g001311.m1	g002610.m1	g004695.m1	g000634.m1	g004454.m1	g004364.m1	g003336.m1
OG0000792	g001312.m1	g002611.m1	g004694.m1	g000635.m1	g004453.m1	g004365.m1	g003337.m1
OG0000793	g001313.m1	g002612.m1	g004693.m1	g000636.m1	g004452.m1	g004366.m1	g003338.m1
OG0000794	g001315.m1	g002613.m1	g004691.m1	g000638.m1	g004450.m1	g004368.m1	g003340.m1
OG0000795	g001317.m1	g002614.m1	g004690.m1	g000640.m1	g004448.m1	g004370.m1	g003342.m1
OG0000796	g001318.m1	g002615.m1	g004689.m1	g000641.m1	g004447.m1	g004371.m1	g003343.m1
OG0000797	g001319.m1	g002616.m1	g004688.m1	g000642.m1	g004446.m1	g004372.m1	g003344.m1
OG0000798	g001320.m1	g002617.m1	g004687.m1	g000643.m1	g004445.m1	g004373.m1	g003345.m1
OG0000799	g001322.m1	g002619.m1	g004685.m1	g000645.m1	g004443.m1	g004375.m1	g003347.m1
OG0000800	g001323.m1	g002621.m1	g004682.m1	g000646.m1	g004442.m1	g004376.m1	g003348.m1
OG0000801	g001324.m1	g002622.m1	g004681.m1	g000647.m1	g004441.m1	g004377.m1	g003349.m1
OG0000802	g001326.m1	g002624.m1	g004679.m1	g000649.m1	g004439.m1	g004379.m1	g003351.m1
OG0000803	g001334.m1	g000578.m1	g003751.m1	g001587.m1	g002071.m1	g004720.m1	g001006.m1
OG0000804	g001335.m1	g000576.m1	g003752.m1	g001586.m1	g002070.m1	g004719.m1	g001007.m1
OG0000805	g001336.m1	g000575.m1	g003753.m1	g001585.m1	g002069.m1	g004718.m1	g001008.m1
OG0000806	g001337.m1	g000574.m1	g003754.m1	g001584.m1	g002067.m1	g004717.m1	g001009.m1
OG0000807	g001338.m1	g000573.m1	g003755.m1	g001583.m1	g002066.m1	g004716.m1	g001010.m1
OG0000808	g001339.m1	g000572.m1	g003756.m1	g001582.m1	g002065.m1	g004715.m1	g001011.m1
OG0000809	g001340.m1	g000571.m1	g003757.m1	g001581.m1	g002064.m1	g004714.m1	g001012.m1
OG0000810	g001341.m1	g000570.m1	g003758.m1	g001580.m1	g002063.m1	g004713.m1	g001013.m1
OG0000811	g001342.m1	g000569.m1	g003759.m1	g001579.m1	g002062.m1	g004712.m1	g001014.m1
OG0000812	g001344.m1	g000566.m1	g003762.m1	g001577.m1	g002059.m1	g004709.m1	g001016.m1
OG0000813	g001345.m1	g000565.m1	g003763.m1	g001576.m1	g002058.m1	g004708.m1	g001017.m1
OG0000814	g001346.m1	g000564.m1	g003765.m1	g001575.m1	g002057.m1	g004707.m1	g001018.m1
OG0000815	g001347.m1	g000563.m1	g003766.m1	g001574.m1	g002056.m1	g004706.m1	g001019.m1
OG0000816	g001348.m1	g000562.m1	g003767.m1	g001573.m1	g002055.m1	g004705.m1	g001020.m1
OG0000817	g001349.m1	g000561.m1	g003768.m1	g001572.m1	g002054.m1	g004704.m1	g001021.m1
OG0000818	g001350.m1	g000560.m1	g003769.m1	g001571.m1	g002053.m1	g004703.m1	g001022.m1
OG0000819	g001351.m1	g000559.m1	g003770.m1	g001570.m1	g002052.m1	g004702.m1	g001023.m1
OG0000820	g001353.m1	g000557.m1	g003772.m1	g001568.m1	g002051.m1	g004700.m1	g001025.m1
OG0000821	g001354.m1	g000556.m1	g003773.m1	g001567.m1	g002050.m1	g004699.m1	g001026.m1
OG0000822	g001355.m1	g000555.m1	g003774.m1	g001566.m1	g002049.m1	g004698.m1	g001027.m1
OG0000823	g001356.m1	g000554.m1	g003775.m1	g001565.m1	g002048.m1	g004697.m1	g001028.m1
OG0000824	g001358.m1	g000552.m1	g003777.m1	g001563.m1	g002046.m1	g004695.m1	g001030.m1
OG0000825	g001359.m1	g000551.m1	g003778.m1	g001562.m1	g002045.m1	g004694.m1	g001031.m1
OG0000826	g001360.m1	g000528.m1	g003779.m1	g001561.m1	g002024.m1	g004693.m1	g001032.m1
OG0000827	g001361.m1	g000529.m1	g003780.m1	g001560.m1	g002025.m1	g004692.m1	g001033.m1
OG0000828	g001363.m1	g000531.m1	g003782.m1	g001558.m1	g002026.m1	g004690.m1	g001035.m1
OG0000829	g001364.m1	g000532.m1	g003783.m1	g001557.m1	g002028.m1	g004689.m1	g001036.m1
OG0000830	g001365.m1	g000533.m1	g003784.m1	g001556.m1	g002029.m1	g004688.m1	g001037.m1
OG0000831	g001366.m1	g000534.m1	g003785.m1	g001555.m1	g002030.m1	g004687.m1	g001038.m1
OG0000832	g001367.m1	g000535.m1	g003786.m1	g001554.m1	g002031.m1	g004686.m1	g001039.m1
OG0000833	g001368.m1	g000536.m1	g003787.m1	g001553.m1	g001283.m1	g004685.m1	g001040.m1
OG0000834	g001369.m1	g000537.m1	g000051.m1, g003788.m1	g001552.m1	g002032.m1	g004684.m1	
OG0000835	g001370.m1	g000538.m1	g003789.m1	g001551.m1	g002033.m1	g004683.m1	g001041.m1
OG0000836	g001371.m1	g000539.m1	g003790.m1	g001550.m1	g002034.m1	g004682.m1	g001042.m1
OG0000837	g001372.m1	g000540.m1	g003791.m1	g001549.m1	g002035.m1	g004681.m1	g001043.m1
OG0000838	g001373.m1	g000541.m1	g003792.m1	g001548.m1	g002036.m1	g004680.m1	g001044.m1
OG0000839	g001374.m1	g000542.m1	g003793.m1	g001547.m1	g002037.m1	g004679.m1	g001045.m1
OG0000840	g001375.m1	g000543.m1	g003794.m1	g001546.m1	g002038.m1	g004678.m1	g001046.m1
OG0000841	g001377.m1	g000545.m1	g003796.m1	g001544.m1	g002039.m1	g004676.m1	g001048.m1
OG0000842	g001378.m1	g000546.m1	g003797.m1	g001543.m1	g002040.m1	g004675.m1	g001049.m1
OG0000843	g001379.m1	g000547.m1	g003798.m1	g001542.m1	g002041.m1	g004674.m1	g001050.m1
OG0000844	g001380.m1	g000548.m1	g003799.m1	g001541.m1	g002042.m1	g004673.m1	g001051.m1
OG0000845	g001381.m1	g000549.m1	g003800.m1	g001540.m1	g002043.m1	g004672.m1	g001052.m1
OG0000846	g001382.m1	g000550.m1	g003801.m1	g001539.m1	g002044.m1	g004671.m1	g001053.m1
OG0000847	g001383.m1	g000526.m1	g003802.m1	g001538.m1	g002023.m1	g004670.m1	g001054.m1
OG0000848	g001384.m1	g000525.m1	g003803.m1	g001537.m1	g002022.m1	g004669.m1	g001055.m1
OG0000849	g001385.m1	g000524.m1	g003804.m1	g001536.m1	g002021.m1	g004668.m1	g001056.m1
OG0000850	g001387.m1	g000523.m1	g003806.m1	g001534.m1	g002019.m1	g004666.m1	g001058.m1
OG0000851	g001388.m1	g000522.m1	g003807.m1	g001533.m1	g002018.m1	g004665.m1	g001059.m1
OG0000852	g001390.m1	g000520.m1	g003809.m1	g001531.m1	g002017.m1	g004663.m1	g001061.m1
OG0000853	g001391.m1	g000519.m1	g003810.m1	g001530.m1	g002016.m1	g004662.m1	g001062.m1
OG0000854	g001392.m1	g000518.m1	g003811.m1	g001529.m1	g002015.m1	g004661.m1	g001063.m1
OG0000855	g001393.m1	g000517.m1	g003812.m1	g001528.m1	g002014.m1	g004660.m1	g001064.m1
OG0000856	g001394.m1	g000516.m1	g003813.m1	g001527.m1	g002013.m1	g004659.m1	g001065.m1
OG0000857	g001396.m1	g000514.m1	g003815.m1	g001525.m1	g002011.m1	g004657.m1	g001067.m1
OG0000858	g001397.m1	g000513.m1	g003816.m1	g001524.m1	g002010.m1	g004656.m1	g001068.m1
OG0000859	g001398.m1	g000512.m1	g003817.m1	g001523.m1	g002009.m1	g004655.m1	g001069.m1
OG0000860	g001399.m1	g000511.m1	g003818.m1	g001522.m1	g002008.m1	g004654.m1	g001070.m1
OG0000861	g001400.m1	g000510.m1	g003819.m1	g001521.m1	g002007.m1	g004653.m1	g001071.m1
OG0000862	g001402.m1	g000508.m1	g003821.m1	g001520.m1	g002005.m1	g004651.m1	g001073.m1
OG0000863	g001403.m1	g000507.m1	g003822.m1	g001519.m1	g002004.m1	g004650.m1	g001074.m1
OG0000864	g001404.m1	g000506.m1	g003823.m1	g001518.m1	g002003.m1	g004649.m1	g001075.m1
OG0000865	g001405.m1	g000505.m1	g003824.m1	g001517.m1	g002002.m1	g004648.m1	g001076.m1
OG0000866	g001406.m1	g000504.m1	g003825.m1	g001516.m1	g002001.m1	g004647.m1	g001077.m1
OG0000867	g001407.m1	g000503.m1	g003826.m1	g001515.m1	g002000.m1	g004646.m1	g001078.m1
OG0000868	g001410.m1	g000501.m1	g003829.m1	g001512.m1	g001997.m1	g004644.m1	g001081.m1
OG0000869	g001411.m1	g000500.m1	g003830.m1	g001511.m1	g001996.m1	g004643.m1	g001082.m1
OG0000870	g001413.m1	g000498.m1	g003833.m1	g001509.m1	g001994.m1	g004641.m1	g001084.m1
OG0000871	g001414.m1	g000497.m1	g003834.m1	g001508.m1	g001993.m1	g004640.m1	g001085.m1
OG0000872	g001415.m1	g000496.m1	g003835.m1	g001507.m1	g001992.m1	g004639.m1	g001086.m1
OG0000873	g001416.m1	g000495.m1	g003836.m1	g001506.m1	g001991.m1	g004638.m1	g001087.m1
OG0000874	g001417.m1	g000494.m1	g003837.m1	g001505.m1	g001990.m1	g004637.m1	g001088.m1
OG0000875	g001418.m1	g000493.m1	g003838.m1	g001504.m1	g001989.m1	g004636.m1	g001089.m1
OG0000876	g001420.m1	g000491.m1	g003840.m1	g001502.m1	g001987.m1	g004634.m1	g001091.m1
OG0000877	g001421.m1	g000489.m1	g003842.m1	g001501.m1	g001985.m1	g004633.m1	g001092.m1
OG0000878	g001422.m1	g000488.m1	g003843.m1	g001500.m1	g001984.m1	g004632.m1	g001093.m1
